Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant Rock Type,Tectonic Setting
290370,Vernadskii Ridge,Russia,Kuril Islands,Pyroclastic cone(s),Evidence Credible,Unknown,50.55,155.97,1183,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290380,Ebeko,Russia,Kuril Islands,Stratovolcano,Eruption Observed,2016 CE,50.686,156.014,1103,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290390,Alaid,Russia,Kuril Islands,Stratovolcano,Eruption Observed,2016 CE,50.861,155.565,2285,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
290808,Kuntomintar,Russia,Kuril Islands,Stratovolcano,Unrest / Pleistocene,Unknown,48.75,154.02,828,,Subduction Zone / Intermediate Crust (15-25 km)
300001,Mashkovtsev,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,51.1,156.72,503,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300010,Kambalny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1350 CE,51.306,156.875,2116,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300020,Koshelev,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1690 CE,51.356,156.753,1822,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300021,Yavinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,4050 BCE,51.533,156.629,646,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300022,Diky Greben,Russia,Kamchatka and Mainland Asia,Lava dome(s),Eruption Dated,350 CE,51.452,156.978,1040,Dacite,Subduction Zone / Continental Crust (>25 km)
300023,Kurile Lake,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Dated,6440 BCE,51.45,157.12,81,Dacite,Subduction Zone / Continental Crust (>25 km)
300030,Iliinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1901 CE,51.498,157.203,1555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300040,Zheltovsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1923 CE,51.577,157.328,1926,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300041,Kell,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Evidence Credible,Unknown,51.65,157.35,900,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300042,Belenkaya,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,51.75,157.27,892,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300050,Ksudach,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1907 CE,51.844,157.572,1079,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300051,Ozernoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Credible,Unknown,51.88,157.38,562,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300052,Olkoviy Volcanic Group,Russia,Kamchatka and Mainland Asia,Volcanic field,Evidence Credible,Unknown,52.02,157.53,681,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300053,Khodutka,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Dated,300 BCE,52.062,157.711,2039,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300054,Piratkovsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,52.113,157.849,1322,No Data,Subduction Zone / Continental Crust (>25 km)
300055,Ostanets,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Credible,Unknown,52.146,157.322,719,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300056,Otdelniy,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Credible,Unknown,52.22,157.428,791,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300057,Golaya,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,52.263,157.787,858,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300058,Asacha,Russia,Kamchatka and Mainland Asia,Complex,Evidence Credible,Unknown,52.355,157.827,1910,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300059,Visokiy,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,52.43,157.93,1234,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300060,Mutnovsky,Russia,Kamchatka and Mainland Asia,Complex,Eruption Observed,2000 CE,52.449,158.196,2288,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300070,Gorely,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Observed,2010 CE,52.559,158.03,1799,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300080,Opala,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Observed,1776 CE,52.543,157.339,2439,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300082,Tolmachev Dol,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,300 CE,52.63,157.58,1021,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300083,Vilyuchik,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,8050 BCE,52.7,158.28,2173,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300084,Barkhatnaya Sopka,Russia,Kamchatka and Mainland Asia,Lava dome(s),Eruption Dated,3550 BCE,52.802,158.24,874,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300087,Bolshe-Bannaya,Russia,Kamchatka and Mainland Asia,Lava dome(s),Evidence Credible,Unknown,52.9,157.78,1200,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300090,Koryaksky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2009 CE,53.321,158.712,3430,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300100,Avachinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2001 CE,53.256,158.836,2717,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300110,Dzenzursky,Russia,Kamchatka and Mainland Asia,Compound,Evidence Credible,Unknown,53.637,158.922,2285,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300120,Zhupanovsky,Russia,Kamchatka and Mainland Asia,Compound,Eruption Observed,2016 CE,53.589,159.15,2899,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300121,Veer,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,390 CE,53.75,158.45,520,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300122,Kostakan,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,1350 CE,53.83,158.05,1150,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300123,Bakening,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,53.905,158.07,2278,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300124,Zavaritsky,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,800 BCE,53.905,158.385,1567,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300125,Akademia Nauk,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Observed,1996 CE,53.98,159.45,1180,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300130,Karymsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,54.049,159.443,1513,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300140,Maly Semyachik,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Observed,1952 CE,54.135,159.674,1527,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300150,Bolshoi Semiachik,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Dated,4450 BCE,54.32,160.02,1720,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300160,Taunshits,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,54.528,159.804,2301,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300170,Uzon,Russia,Kamchatka and Mainland Asia,Caldera(s),Eruption Dated,200 CE,54.5,159.97,1617,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300180,Kikhpinych,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Dated,1550 CE,54.489,160.251,1506,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300190,Krasheninnikov,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Dated,1550 CE,54.596,160.27,1816,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300200,Kronotsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1923 CE,54.753,160.533,3482,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300201,Schmidt,Russia,Kamchatka and Mainland Asia,Shield,Evidence Credible,Unknown,54.92,160.63,2020,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300210,Gamchen,Russia,Kamchatka and Mainland Asia,Complex,Eruption Dated,550 BCE,54.974,160.703,2539,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300220,Komarov,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,950 CE,55.033,160.725,2065,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300221,Vysoky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,55.064,160.765,2129,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300230,Kizimen,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2013 CE,55.131,160.32,2334,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300240,Tolbachik,Russia,Kamchatka and Mainland Asia,Shield,Eruption Observed,2013 CE,55.832,160.326,3611,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300241,Udina,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Evidence Credible,Unknown,55.755,160.527,2923,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300242,Zimina,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Evidence Credible,Unknown,55.862,160.603,3081,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300250,Bezymianny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,55.972,160.595,2882,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300251,Kamen,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,56.02,160.593,4585,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300260,Klyuchevskoy,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,56.056,160.642,4754,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300261,Ushkovsky,Russia,Kamchatka and Mainland Asia,Compound,Eruption Observed,1890 CE,56.113,160.509,3943,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300270,Sheveluch,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,56.653,161.36,3283,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300271,Piip,Russia,Kamchatka and Mainland Asia,Submarine,Eruption Dated,5050 BCE,55.42,167.33,-300,Dacite,Subduction Zone / Intermediate Crust (15-25 km)
300272,Khangar,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1500 CE,54.761,157.407,1967,Dacite,Subduction Zone / Continental Crust (>25 km)
300273,Cherpuk Group,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,4550 BCE,55.55,157.47,1868,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300280,Ichinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1740 CE,55.678,157.718,3596,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300290,Maly Payalpan,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,55.82,157.98,1802,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300300,Bolshoi Payalpan,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,55.88,157.78,1906,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300310,Plosky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.2,158.47,1236,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300320,Akhtang,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.43,158.65,1956,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300330,Kozyrevsky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.58,158.38,2016,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300340,Romanovka,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,55.65,158.8,1442,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300350,Uksichan,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.08,158.38,1692,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300360,Bolshoi-Kekuknaysky,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,5310 BCE,56.483,157.917,1401,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300370,Kulkev,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.37,158.37,915,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300380,Geodesistoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.33,158.67,1170,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300390,Anaun,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.32,158.83,1828,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300400,Krainy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.37,159.03,1554,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300410,Kekurny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.4,158.85,1377,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300420,Eggella,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.57,158.52,1046,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300440,Verkhovoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.52,159.53,1400,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300450,Alney-Chashakondzha,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1600 CE,56.7,159.65,2598,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300460,Cherny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.82,159.67,1778,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300470,Pogranychny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.85,159.8,1427,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300480,Zaozerny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.88,159.95,1349,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300490,Bliznets,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.97,159.78,1244,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300500,Kebeney,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.1,159.93,1527,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300510,Fedotych,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.13,160.4,965,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300511,Shisheika,Russia,Kamchatka and Mainland Asia,Lava dome,Eruption Dated,2240 BCE,57.15,161.08,379,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300512,Terpuk,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,800 BCE,57.2,159.83,765,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300520,Sedankinsky,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,7050 BCE,57.27,160.08,1241,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300530,Leutongey,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.3,159.83,1333,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300540,Tuzovsky,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,57.32,159.97,1533,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300550,Gorny Institute,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1250 CE,57.33,160.2,2125,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300551,Kinenin,Russia,Kamchatka and Mainland Asia,Maar,Eruption Dated,850 CE,57.35,160.97,583,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300552,Bliznetsy,Russia,Kamchatka and Mainland Asia,Lava cone,Eruption Dated,1060 BCE,57.35,161.37,265,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300560,Titila,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,550 BCE,57.4,160.1,1559,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300570,Mezhdusopochny,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.47,160.25,1641,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300580,Shishel,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.45,160.37,2525,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300590,Elovsky,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,7550 BCE,57.55,160.53,1381,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300600,Alngey,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,57.7,160.4,1853,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300610,Uka,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.7,160.58,1643,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300620,Kaileney,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.8,160.67,1582,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300630,Plosky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.83,160.25,1255,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300640,Bely,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,57.88,160.53,2080,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300650,Nylgimelkin,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,3550 BCE,57.97,160.65,1764,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300660,Snezhniy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,58.02,160.8,2169,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300670,Iktunup,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.08,160.77,2300,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300671,Spokoiny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,3450 BCE,58.13,160.82,2171,Dacite,Subduction Zone / Continental Crust (>25 km)
300680,Ostry,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,2050 BCE,58.18,160.82,2552,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300690,Snegovoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,58.2,160.97,2169,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300700,Severny,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,1550 BCE,58.28,160.87,1936,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300710,Iettunup,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.4,161.08,1340,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300720,Voyampolsky,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.37,160.62,1225,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
302030,Udokan Plateau,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,220 BCE,56.28,117.77,2180,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
302040,Vitim Plateau,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Credible,Unknown,53.7,113.3,1250,Basalt / Picro-Basalt,Unknown
302050,Tunkin Depression,Russia,Kamchatka and Mainland Asia,Volcanic field,Evidence Uncertain,Unknown,51.5,102.5,1200,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
302060,Jom-Bolok,Russia,Kamchatka and Mainland Asia,Volcanic field,Eruption Dated,5180 BCE,52.713,99.021,2047,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km)
302070,Azas Plateau,Russia,Kamchatka and Mainland Asia,Volcanic field,Evidence Credible,Unknown,52.433,98.303,2765,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
303010,Taryatu-Chulutu,Mongolia,Kamchatka and Mainland Asia,Volcanic field,Eruption Dated,2980 BCE,48.133,99.95,2326,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
303020,Khanuy Gol,Mongolia,Kamchatka and Mainland Asia,Volcanic field,Evidence Credible,Unknown,48.67,102.75,1886,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km)
303030,Bus-Obo,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone,Evidence Uncertain,Unknown,46.995,109.355,1301,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
303040,Dariganga Volcanic Field,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Credible,Unknown,45.754,114.279,1778,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
303050,Middle Gobi,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Uncertain,Unknown,45.28,106.7,1120,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
304020,Tianshan Volcanic Group,China,Kamchatka and Mainland Asia,Volcanic field,Eruption Observed,650 CE,42.5,82.5,0,No Data,Intraplate / Continental Crust (>25 km)
304030,Kunlun Volcanic Group,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Observed,1951 CE,35.52,80.2,5808,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
305010,Honggeertu,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Uncertain,Unknown,41.47,113,1700,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
305011,Arshan,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,0 CE,47.5,120.7,0,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
305020,Keluo Group,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Credible,Unknown,49.37,125.92,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
305030,Wudalianchi,China,Kamchatka and Mainland Asia,Volcanic field,Eruption Observed,1776 CE,48.72,126.12,597,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
305040,Jingbo,China,Kamchatka and Mainland Asia,Volcanic field,Eruption Dated,520 BCE,44.08,128.83,1000,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
305050,Longgang Group,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,350 CE,42.33,126.5,1000,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
305060,Changbaishan,China-North Korea,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1903 CE,41.98,128.08,2744,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
306010,Xianjindao,North Korea,Kamchatka and Mainland Asia,Unknown,Evidence Uncertain,Unknown,41.33,128,0,No Data,Intraplate / Continental Crust (>25 km)
306020,Ch'uga-ryong,North Korea-South Korea,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,38.33,127.33,452,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
306030,Ulreung,South Korea,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,2990 BCE,37.5,130.87,984,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km)
306040,Halla,South Korea,Kamchatka and Mainland Asia,Shield,Eruption Observed,1007 CE,33.361,126.53,1919,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
311010,Buldir,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,52.35,175.911,656,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311020,Kiska,United States,Alaska,Stratovolcano,Eruption Observed,1990 CE,52.103,177.602,1220,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311030,Segula,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.015,178.136,1160,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311040,Davidof,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,51.97,178.33,328,No Data,Subduction Zone / Intermediate Crust (15-25 km)
311050,Little Sitkin,United States,Alaska,Stratovolcano,Eruption Observed,1830 CE,51.95,178.543,1174,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311060,Semisopochnoi,United States,Alaska,Stratovolcano,Eruption Observed,1987 CE,51.93,179.58,1221,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311070,Gareloi,United States,Alaska,Stratovolcano,Eruption Observed,1989 CE,51.79,-178.794,1573,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311080,Tanaga,United States,Alaska,Stratovolcano(es),Eruption Observed,1914 CE,51.885,-178.146,1806,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311090,Takawangha,United States,Alaska,Stratovolcano,Eruption Dated,1550 CE,51.873,-178.006,1449,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311100,Bobrof,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,51.91,-177.438,738,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
